Country,Postal_Code,Pathway_Region
USA,23009,SRVCc_Mixed mild_4A
USA,23086,SRVCc_Mixed mild_4A
USA,23106,SRVCc_Mixed mild_4A
USA,23011,SRVCc_Mixed mild_4A
USA,23089,SRVCc_Mixed mild_4A
USA,23140,SRVCc_Mixed mild_4A
USA,23141,SRVCc_Mixed mild_4A
USA,23021,SRVCc_Mixed mild_4A
USA,23025,SRVCc_Mixed mild_4A
USA,23035,SRVCc_Mixed mild_4A
USA,23045,SRVCc_Mixed mild_4A
USA,23056,SRVCc_Mixed mild_4A
USA,23064,SRVCc_Mixed mild_4A
USA,23066,SRVCc_Mixed mild_4A
USA,23068,SRVCc_Mixed mild_4A
USA,23076,SRVCc_Mixed mild_4A
USA,23109,SRVCc_Mixed mild_4A
USA,23119,SRVCc_Mixed mild_4A
USA,23125,SRVCc_Mixed mild_4A
USA,23130,SRVCc_Mixed mild_4A
USA,23138,SRVCc_Mixed mild_4A
USA,23163,SRVCc_Mixed mild_4A
USA,23027,SRVCc_Mixed mild_4A
USA,23139,SRVCc_Mixed mild_4A
USA,23030,SRVCc_Mixed mild_4A
USA,23058,SRVCc_Mixed mild_4A
USA,23060,SRVCc_Mixed mild_4A
USA,23075,SRVCc_Mixed mild_4A
USA,23150,SRVCc_Mixed mild_4A
USA,23173,SRVCc_Mixed mild_4A
USA,23222,SRVCc_Mixed mild_4A
USA,23223,SRVCc_Mixed mild_4A
USA,23226,SRVCc_Mixed mild_4A
USA,23227,SRVCc_Mixed mild_4A
USA,23228,SRVCc_Mixed mild_4A
USA,23229,SRVCc_Mixed mild_4A
USA,23230,SRVCc_Mixed mild_4A
USA,23231,SRVCc_Mixed mild_4A
USA,23233,SRVCc_Mixed mild_4A
USA,23238,SRVCc_Mixed mild_4A
USA,23242,SRVCc_Mixed mild_4A
USA,23250,SRVCc_Mixed mild_4A
USA,23255,SRVCc_Mixed mild_4A
USA,23273,SRVCc_Mixed mild_4A
USA,23294,SRVCc_Mixed mild_4A
USA,23147,SRVCc_Mixed mild_4A
USA,23185,SRVCc_Mixed mild_4A
USA,23039,SRVCc_Mixed mild_4A
USA,23063,SRVCc_Mixed mild_4A
USA,23067,SRVCc_Mixed mild_4A
USA,23103,SRVCc_Mixed mild_4A
USA,23153,SRVCc_Mixed mild_4A
USA,23160,SRVCc_Mixed mild_4A
USA,23081,SRVCc_Mixed mild_4A
USA,23127,SRVCc_Mixed mild_4A
USA,23168,SRVCc_Mixed mild_4A
USA,23188,SRVCc_Mixed mild_4A
USA,23090,SRVCc_Mixed mild_4A
USA,23602,SRVCc_Mixed mild_4A
USA,23603,SRVCc_Mixed mild_4A
USA,23665,SRVCc_Mixed mild_4A
USA,23690,SRVCc_Mixed mild_4A
USA,23691,SRVCc_Mixed mild_4A
USA,23692,SRVCc_Mixed mild_4A
USA,23693,SRVCc_Mixed mild_4A
USA,23694,SRVCc_Mixed mild_4A
USA,23696,SRVCc_Mixed mild_4A
USA,23112,SRVCc_Mixed mild_4A
USA,23113,SRVCc_Mixed mild_4A
USA,23114,SRVCc_Mixed mild_4A
USA,23120,SRVCc_Mixed mild_4A
USA,23224,SRVCc_Mixed mild_4A
USA,23225,SRVCc_Mixed mild_4A
USA,23234,SRVCc_Mixed mild_4A
USA,23235,SRVCc_Mixed mild_4A
USA,23236,SRVCc_Mixed mild_4A
USA,23237,SRVCc_Mixed mild_4A
USA,23297,SRVCc_Mixed mild_4A
USA,23803,SRVCc_Mixed mild_4A
USA,23831,SRVCc_Mixed mild_4A
USA,23832,SRVCc_Mixed mild_4A
USA,23834,SRVCc_Mixed mild_4A
USA,23836,SRVCc_Mixed mild_4A
USA,23838,SRVCc_Mixed mild_4A
USA,23218,SRVCc_Mixed mild_4A
USA,23219,SRVCc_Mixed mild_4A
USA,23220,SRVCc_Mixed mild_4A
USA,23221,SRVCc_Mixed mild_4A
USA,23232,SRVCc_Mixed mild_4A
USA,23241,SRVCc_Mixed mild_4A
USA,23249,SRVCc_Mixed mild_4A
USA,23260,SRVCc_Mixed mild_4A
USA,23261,SRVCc_Mixed mild_4A
USA,23269,SRVCc_Mixed mild_4A
USA,23284,SRVCc_Mixed mild_4A
USA,23286,SRVCc_Mixed mild_4A
USA,23293,SRVCc_Mixed mild_4A
USA,23298,SRVCc_Mixed mild_4A
USA,23186,SRVCc_Mixed mild_4A
USA,23187,SRVCc_Mixed mild_4A
USA,23301,RFCEc_Mixed mild_4A
USA,23302,RFCEc_Mixed mild_4A
USA,23303,RFCEc_Mixed mild_4A
USA,23306,RFCEc_Mixed mild_4A
USA,23308,RFCEc_Mixed mild_4A
USA,23336,RFCEc_Mixed mild_4A
USA,23337,RFCEc_Mixed mild_4A
USA,23341,RFCEc_Mixed mild_4A
USA,23350,RFCEc_Mixed mild_4A
USA,23356,RFCEc_Mixed mild_4A
USA,23357,RFCEc_Mixed mild_4A
USA,23358,RFCEc_Mixed mild_4A
USA,23359,RFCEc_Mixed mild_4A
USA,23389,RFCEc_Mixed mild_4A
USA,23395,RFCEc_Mixed mild_4A
USA,23401,RFCEc_Mixed mild_4A
USA,23404,RFCEc_Mixed mild_4A
USA,23407,RFCEc_Mixed mild_4A
USA,23409,RFCEc_Mixed mild_4A
USA,23410,RFCEc_Mixed mild_4A
USA,23414,RFCEc_Mixed mild_4A
USA,23415,RFCEc_Mixed mild_4A
USA,23416,RFCEc_Mixed mild_4A
USA,23417,RFCEc_Mixed mild_4A
USA,23418,RFCEc_Mixed mild_4A
USA,23420,RFCEc_Mixed mild_4A
USA,23421,RFCEc_Mixed mild_4A
USA,23422,RFCEc_Mixed mild_4A
USA,23423,RFCEc_Mixed mild_4A
USA,23426,RFCEc_Mixed mild_4A
USA,23427,RFCEc_Mixed mild_4A
USA,23440,RFCEc_Mixed mild_4A
USA,23441,RFCEc_Mixed mild_4A
USA,23442,RFCEc_Mixed mild_4A
USA,23480,RFCEc_Mixed mild_4A
USA,23488,RFCEc_Mixed mild_4A
USA,23304,SRVCc_Mixed mild_4A
USA,23314,SRVCc_Mixed mild_4A
USA,23315,SRVCc_Mixed mild_4A
USA,23397,SRVCc_Mixed mild_4A
USA,23424,SRVCc_Mixed mild_4A
USA,23430,SRVCc_Mixed mild_4A
USA,23431,SRVCc_Mixed mild_4A
USA,23432,SRVCc_Mixed mild_4A
USA,23487,SRVCc_Mixed mild_4A
USA,23851,SRVCc_Mixed mild_4A
USA,23866,SRVCc_Mixed mild_4A
USA,23898,SRVCc_Mixed mild_4A
USA,23307,RFCEc_Mixed mild_4A
USA,23310,RFCEc_Mixed mild_4A
USA,23313,RFCEc_Mixed mild_4A
USA,23316,RFCEc_Mixed mild_4A
USA,23347,RFCEc_Mixed mild_4A
USA,23354,RFCEc_Mixed mild_4A
USA,23398,RFCEc_Mixed mild_4A
USA,23405,RFCEc_Mixed mild_4A
USA,23408,RFCEc_Mixed mild_4A
USA,23413,RFCEc_Mixed mild_4A
USA,23429,RFCEc_Mixed mild_4A
USA,23443,RFCEc_Mixed mild_4A
USA,23486,RFCEc_Mixed mild_4A
USA,23320,SRVCc_Mixed mild_4A
USA,23321,SRVCc_Mixed mild_4A
USA,23322,SRVCc_Mixed mild_4A
USA,23323,SRVCc_Mixed mild_4A
USA,23324,SRVCc_Mixed mild_4A
USA,23325,SRVCc_Mixed mild_4A
USA,23326,SRVCc_Mixed mild_4A
USA,23327,SRVCc_Mixed mild_4A
USA,23328,SRVCc_Mixed mild_4A
USA,23435,SRVCc_Mixed mild_4A
USA,23464,SRVCc_Mixed mild_4A
USA,23702,SRVCc_Mixed mild_4A
USA,23703,SRVCc_Mixed mild_4A
USA,23450,SRVCc_Mixed mild_4A
USA,23451,SRVCc_Mixed mild_4A
USA,23452,SRVCc_Mixed mild_4A
USA,23453,SRVCc_Mixed mild_4A
USA,23454,SRVCc_Mixed mild_4A
USA,23455,SRVCc_Mixed mild_4A
USA,23456,SRVCc_Mixed mild_4A
USA,23457,SRVCc_Mixed mild_4A
USA,23459,SRVCc_Mixed mild_4A
USA,23460,SRVCc_Mixed mild_4A
USA,23461,SRVCc_Mixed mild_4A
USA,23462,SRVCc_Mixed mild_4A
USA,23463,SRVCc_Mixed mild_4A
USA,23466,SRVCc_Mixed mild_4A
USA,23467,SRVCc_Mixed mild_4A
USA,23471,SRVCc_Mixed mild_4A
USA,23479,SRVCc_Mixed mild_4A
USA,23502,SRVCc_Mixed mild_4A
USA,23701,SRVCc_Mixed mild_4A
USA,23704,SRVCc_Mixed mild_4A
USA,23705,SRVCc_Mixed mild_4A
USA,23707,SRVCc_Mixed mild_4A
USA,23708,SRVCc_Mixed mild_4A
USA,23709,SRVCc_Mixed mild_4A
USA,23433,SRVCc_Mixed mild_4A
USA,23434,SRVCc_Mixed mild_4A
USA,23436,SRVCc_Mixed mild_4A
USA,23437,SRVCc_Mixed mild_4A
USA,23438,SRVCc_Mixed mild_4A
USA,23439,SRVCc_Mixed mild_4A
USA,23501,SRVCc_Mixed mild_4A
USA,23503,SRVCc_Mixed mild_4A
USA,23504,SRVCc_Mixed mild_4A
USA,23505,SRVCc_Mixed mild_4A
USA,23507,SRVCc_Mixed mild_4A
USA,23508,SRVCc_Mixed mild_4A
USA,23509,SRVCc_Mixed mild_4A
USA,23510,SRVCc_Mixed mild_4A
USA,23511,SRVCc_Mixed mild_4A
USA,23513,SRVCc_Mixed mild_4A
USA,23514,SRVCc_Mixed mild_4A
USA,23515,SRVCc_Mixed mild_4A
USA,23517,SRVCc_Mixed mild_4A
USA,23518,SRVCc_Mixed mild_4A
USA,23523,SRVCc_Mixed mild_4A
USA,23529,SRVCc_Mixed mild_4A
USA,23541,SRVCc_Mixed mild_4A
USA,23551,SRVCc_Mixed mild_4A
USA,23839,SRVCc_Mixed mild_4A
USA,23842,SRVCc_Mixed mild_4A
USA,23846,SRVCc_Mixed mild_4A
USA,23881,SRVCc_Mixed mild_4A
USA,23883,SRVCc_Mixed mild_4A
USA,23888,SRVCc_Mixed mild_4A
USA,23890,SRVCc_Mixed mild_4A
USA,23899,SRVCc_Mixed mild_4A
USA,23601,SRVCc_Mixed mild_4A
USA,23604,SRVCc_Mixed mild_4A
USA,23605,SRVCc_Mixed mild_4A
USA,23606,SRVCc_Mixed mild_4A
USA,23607,SRVCc_Mixed mild_4A
USA,23608,SRVCc_Mixed mild_4A
USA,23609,SRVCc_Mixed mild_4A
USA,23612,SRVCc_Mixed mild_4A
USA,23628,SRVCc_Mixed mild_4A
USA,23666,SRVCc_Mixed mild_4A
USA,23630,SRVCc_Mixed mild_4A
USA,23651,SRVCc_Mixed mild_4A
USA,23661,SRVCc_Mixed mild_4A
USA,23663,SRVCc_Mixed mild_4A
USA,23664,SRVCc_Mixed mild_4A
USA,23667,SRVCc_Mixed mild_4A
USA,23668,SRVCc_Mixed mild_4A
USA,23669,SRVCc_Mixed mild_4A
USA,23670,SRVCc_Mixed mild_4A
USA,23681,SRVCc_Mixed mild_4A
USA,23662,SRVCc_Mixed mild_4A
USA,23801,SRVCc_Mixed mild_4A
USA,23804,SRVCc_Mixed mild_4A
USA,23805,SRVCc_Mixed mild_4A
USA,23875,SRVCc_Mixed mild_4A
USA,23830,SRVCc_Mixed mild_4A
USA,23860,SRVCc_Mixed mild_4A
USA,23840,SRVCc_Mixed mild_4A
USA,23841,SRVCc_Mixed mild_4A
USA,23872,SRVCc_Mixed mild_4A
USA,23882,SRVCc_Mixed mild_4A
USA,23885,SRVCc_Mixed mild_4A
USA,23821,SRVCc_Mixed mild_4A
USA,23843,SRVCc_Mixed mild_4A
USA,23845,SRVCc_Mixed mild_4A
USA,23847,SRVCc_Mixed mild_4A
USA,23856,SRVCc_Mixed mild_4A
USA,23857,SRVCc_Mixed mild_4A
USA,23868,SRVCc_Mixed mild_4A
USA,23873,SRVCc_Mixed mild_4A
USA,23876,SRVCc_Mixed mild_4A
USA,23887,SRVCc_Mixed mild_4A
USA,23889,SRVCc_Mixed mild_4A
USA,23893,SRVCc_Mixed mild_4A
USA,23919,SRVCc_Mixed mild_4A
USA,23920,SRVCc_Mixed mild_4A
USA,23938,SRVCc_Mixed mild_4A
USA,23950,SRVCc_Mixed mild_4A
USA,23923,SRVCc_Mixed mild_4A
USA,23924,SRVCc_Mixed mild_4A
USA,23937,SRVCc_Mixed mild_4A
USA,23942,SRVCc_Mixed mild_4A
USA,23944,SRVCc_Mixed mild_4A
USA,23947,SRVCc_Mixed mild_4A
USA,23952,SRVCc_Mixed mild_4A
USA,23954,SRVCc_Mixed mild_4A
USA,23970,SRVCc_Mixed mild_4A
USA,23974,SRVCc_Mixed mild_4A
USA,23827,SRVCc_Mixed mild_4A
USA,23828,SRVCc_Mixed mild_4A
USA,23829,SRVCc_Mixed mild_4A
USA,23837,SRVCc_Mixed mild_4A
USA,23844,SRVCc_Mixed mild_4A
USA,23867,SRVCc_Mixed mild_4A
USA,23874,SRVCc_Mixed mild_4A
USA,23878,SRVCc_Mixed mild_4A
USA,23884,SRVCc_Mixed mild_4A
USA,23891,SRVCc_Mixed mild_4A
USA,23897,SRVCc_Mixed mild_4A
USA,23915,SRVCc_Mixed mild_4A
USA,23917,SRVCc_Mixed mild_4A
USA,23927,SRVCc_Mixed mild_4A
USA,23941,SRVCc_Mixed mild_4A
USA,23964,SRVCc_Mixed mild_4A
USA,23968,SRVCc_Mixed mild_4A
USA,24529,SRVCc_Mixed mild_4A
USA,24580,SRVCc_Mixed mild_4A
USA,24598,SRVCc_Mixed mild_4A
USA,23870,SRVCc_Mixed mild_4A
USA,23879,SRVCc_Mixed mild_4A
USA,23909,SRVCc_Mixed mild_4A
USA,23934,SRVCc_Mixed mild_4A
USA,23943,SRVCc_Mixed mild_4A
USA,23958,SRVCc_Mixed mild_4A
USA,23960,SRVCc_Mixed mild_4A
USA,23959,SRVCc_Mixed mild_4A
USA,23962,SRVCc_Mixed mild_4A
USA,23963,SRVCc_Mixed mild_4A
USA,23967,SRVCc_Mixed mild_4A
USA,23976,SRVCc_Mixed mild_4A
USA,24528,SRVCc_Mixed mild_4A
USA,23939,SRVCc_Mixed mild_4A
USA,24504,SRVCc_Mixed mild_4A
USA,24538,SRVCc_Mixed mild_4A
USA,24593,SRVCc_Mixed mild_4A
USA,24520,SRVCc_Mixed mild_4A
USA,24534,SRVCc_Mixed mild_4A
USA,24535,SRVCc_Mixed mild_4A
USA,24539,SRVCc_Mixed mild_4A
USA,24557,SRVCc_Mixed mild_4A
USA,24558,SRVCc_Mixed mild_4A
USA,24565,SRVCc_Mixed mild_4A
USA,24569,SRVCc_Mixed mild_4A
USA,24577,SRVCc_Mixed mild_4A
USA,24589,SRVCc_Mixed mild_4A
USA,24592,SRVCc_Mixed mild_4A
USA,24594,SRVCc_Mixed mild_4A
USA,24597,SRVCc_Mixed mild_4A
USA,24501,SRVCc_Mixed mild_4A
USA,24502,SRVCc_Mixed mild_4A
USA,24517,SRVCc_Mixed mild_4A
USA,24550,SRVCc_Mixed mild_4A
USA,24551,SRVCc_Mixed mild_4A
USA,24554,SRVCc_Mixed mild_4A
USA,24571,SRVCc_Mixed mild_4A
USA,24576,SRVCc_Mixed mild_4A
USA,24588,SRVCc_Mixed mild_4A
USA,24001,RFCWc_Mixed mild_4A
USA,24002,RFCWc_Mixed mild_4A
USA,24003,RFCWc_Mixed mild_4A
USA,24004,RFCWc_Mixed mild_4A
USA,24005,RFCWc_Mixed mild_4A
USA,24006,RFCWc_Mixed mild_4A
USA,24007,RFCWc_Mixed mild_4A
USA,24008,RFCWc_Mixed mild_4A
USA,24009,RFCWc_Mixed mild_4A
USA,24010,RFCWc_Mixed mild_4A
USA,24011,RFCWc_Mixed mild_4A
USA,24012,RFCWc_Mixed mild_4A
USA,24013,RFCWc_Mixed mild_4A
USA,24014,RFCWc_Mixed mild_4A
USA,24015,RFCWc_Mixed mild_4A
USA,24016,RFCWc_Mixed mild_4A
USA,24017,RFCWc_Mixed mild_4A
USA,24018,RFCWc_Mixed mild_4A
USA,24019,RFCWc_Mixed mild_4A
USA,24022,RFCWc_Mixed mild_4A
USA,24023,RFCWc_Mixed mild_4A
USA,24024,RFCWc_Mixed mild_4A
USA,24025,RFCWc_Mixed mild_4A
USA,24026,RFCWc_Mixed mild_4A
USA,24027,RFCWc_Mixed mild_4A
USA,24028,RFCWc_Mixed mild_4A
USA,24029,RFCWc_Mixed mild_4A
USA,24030,RFCWc_Mixed mild_4A
USA,24031,RFCWc_Mixed mild_4A
USA,24032,RFCWc_Mixed mild_4A
USA,24033,RFCWc_Mixed mild_4A
USA,24034,RFCWc_Mixed mild_4A
USA,24035,RFCWc_Mixed mild_4A
USA,24036,RFCWc_Mixed mild_4A
USA,24037,RFCWc_Mixed mild_4A
USA,24038,RFCWc_Mixed mild_4A
USA,24179,RFCWc_Mixed mild_4A
USA,24064,RFCWc_Mixed mild_4A
USA,24066,RFCWc_Mixed mild_4A
USA,24077,RFCWc_Mixed mild_4A
USA,24083,RFCWc_Mixed mild_4A
USA,24085,RFCWc_Mixed mild_4A
USA,24090,RFCWc_Mixed mild_4A
USA,24130,RFCWc_Mixed mild_4A
USA,24155,RFCWc_Mixed mild_4A
USA,24175,RFCWc_Mixed mild_4A
USA,24422,RFCWc_Mixed mild_4A
USA,24438,RFCWc_Mixed mild_4A
USA,24450,RFCWc_Mixed mild_4A
USA,24579,RFCWc_Mixed mild_4A
USA,24020,RFCWc_Mixed mild_4A
USA,24059,RFCWc_Mixed mild_4A
USA,24065,RFCWc_Mixed mild_4A
USA,24070,RFCWc_Mixed mild_4A
USA,24079,RFCWc_Mixed mild_4A
USA,24087,RFCWc_Mixed mild_4A
USA,24101,RFCWc_Mixed mild_4A
USA,24153,RFCWc_Mixed mild_4A
USA,24053,RFCWc_Mixed mild_4A
USA,24055,RFCWc_Mixed mild_4A
USA,24076,RFCWc_Mixed mild_4A
USA,24082,RFCWc_Mixed mild_4A
USA,24088,RFCWc_Mixed mild_4A
USA,24091,RFCWc_Mixed mild_4A
USA,24120,RFCWc_Mixed mild_4A
USA,24133,RFCWc_Mixed mild_4A
USA,24165,RFCWc_Mixed mild_4A
USA,24171,RFCWc_Mixed mild_4A
USA,24177,RFCWc_Mixed mild_4A
USA,24185,RFCWc_Mixed mild_4A
USA,24317,RFCWc_Mixed mild_4A
USA,24328,RFCWc_Mixed mild_4A
USA,24343,RFCWc_Mixed mild_4A
USA,24380,RFCWc_Mixed mild_4A
USA,24105,RFCWc_Mixed mild_4A
USA,24312,RFCWc_Mixed mild_4A
USA,24325,RFCWc_Mixed mild_4A
USA,24330,RFCWc_Mixed mild_4A
USA,24333,RFCWc_Mixed mild_4A
USA,24347,RFCWc_Mixed mild_4A
USA,24350,RFCWc_Mixed mild_4A
USA,24351,RFCWc_Mixed mild_4A
USA,24352,RFCWc_Mixed mild_4A
USA,24360,RFCWc_Mixed mild_4A
USA,24381,RFCWc_Mixed mild_4A
USA,24054,RFCWc_Mixed mild_4A
USA,24078,RFCWc_Mixed mild_4A
USA,24089,RFCWc_Mixed mild_4A
USA,24102,RFCWc_Mixed mild_4A
USA,24112,RFCWc_Mixed mild_4A
USA,24148,RFCWc_Mixed mild_4A
USA,24168,RFCWc_Mixed mild_4A
USA,24530,RFCWc_Mixed mild_4A
USA,24069,SRVCc_Mixed mild_4A
USA,24137,SRVCc_Mixed mild_4A
USA,24139,SRVCc_Mixed mild_4A
USA,24161,SRVCc_Mixed mild_4A
USA,24176,SRVCc_Mixed mild_4A
USA,24527,SRVCc_Mixed mild_4A
USA,24531,SRVCc_Mixed mild_4A
USA,24540,SRVCc_Mixed mild_4A
USA,24541,SRVCc_Mixed mild_4A
USA,24549,SRVCc_Mixed mild_4A
USA,24563,SRVCc_Mixed mild_4A
USA,24566,SRVCc_Mixed mild_4A
USA,24586,SRVCc_Mixed mild_4A
USA,24067,RFCWc_Mixed mild_4A
USA,24092,RFCWc_Mixed mild_4A
USA,24121,RFCWc_Mixed mild_4A
USA,24146,RFCWc_Mixed mild_4A
USA,24151,RFCWc_Mixed mild_4A
USA,24184,RFCWc_Mixed mild_4A
USA,24058,RFCWc_Mixed mild_4A
USA,24084,RFCWc_Mixed mild_4A
USA,24126,RFCWc_Mixed mild_4A
USA,24132,RFCWc_Mixed mild_4A
USA,24141,RFCWc_Mixed mild_4A
USA,24301,RFCWc_Mixed mild_4A
USA,24313,RFCWc_Mixed mild_4A
USA,24324,RFCWc_Mixed mild_4A
USA,24060,RFCWc_Mixed mild_4A
USA,24061,RFCWc_Mixed mild_4A
USA,24062,RFCWc_Mixed mild_4A
USA,24063,RFCWc_Mixed mild_4A
USA,24068,RFCWc_Mixed mild_4A
USA,24073,RFCWc_Mixed mild_4A
USA,24111,RFCWc_Mixed mild_4A
USA,24128,RFCWc_Mixed mild_4A
USA,24138,RFCWc_Mixed mild_4A
USA,24149,RFCWc_Mixed mild_4A
USA,24162,RFCWc_Mixed mild_4A
USA,24072,RFCWc_Mixed mild_4A
USA,24095,RFCWc_Mixed mild_4A
USA,24104,RFCWc_Mixed mild_4A
USA,24122,RFCWc_Mixed mild_4A
USA,24174,RFCWc_Mixed mild_4A
USA,24503,RFCWc_Mixed mild_4A
USA,24523,RFCWc_Mixed mild_4A
USA,24536,RFCWc_Mixed mild_4A
USA,24556,RFCWc_Mixed mild_4A
USA,24570,RFCWc_Mixed mild_4A
USA,24415,SRVCc_Mixed mild_4A
USA,24416,SRVCc_Mixed mild_4A
USA,24435,SRVCc_Mixed mild_4A
USA,24473,SRVCc_Mixed mild_4A
USA,24555,SRVCc_Mixed mild_4A
USA,24578,SRVCc_Mixed mild_4A
USA,24127,RFCWc_Mixed mild_4A
USA,24131,RFCWc_Mixed mild_4A
USA,24426,RFCWc_Mixed mild_4A
USA,24129,RFCWc_Mixed mild_4A
USA,24142,RFCWc_Mixed mild_4A
USA,24124,RFCWc_Mixed mild_4A
USA,24134,RFCWc_Mixed mild_4A
USA,24314,RFCWc_Mixed mild_4A
USA,24315,RFCWc_Mixed mild_4A
USA,24318,RFCWc_Mixed mild_4A
USA,24366,RFCWc_Mixed mild_4A
USA,24445,SRVCc_Mixed mild_4A
USA,24448,SRVCc_Mixed mild_4A
USA,24457,SRVCc_Mixed mild_4A
USA,24474,SRVCc_Mixed mild_4A
USA,24086,RFCWc_Mixed mild_4A
USA,24093,RFCWc_Mixed mild_4A
USA,24136,RFCWc_Mixed mild_4A
USA,24147,RFCWc_Mixed mild_4A
USA,24150,RFCWc_Mixed mild_4A
USA,24167,RFCWc_Mixed mild_4A
USA,24201,RFCWc_Mixed mild_4A
USA,24202,RFCWc_Mixed mild_4A
USA,24210,RFCWc_Mixed mild_4A
USA,24211,RFCWc_Mixed mild_4A
USA,24212,RFCWc_Mixed mild_4A
USA,24236,RFCWc_Mixed mild_4A
USA,24258,RFCWc_Mixed mild_4A
USA,24270,RFCWc_Mixed mild_4A
USA,24292,RFCWc_Mixed mild_4A
USA,24319,RFCWc_Mixed mild_4A
USA,24327,RFCWc_Mixed mild_4A
USA,24340,RFCWc_Mixed mild_4A
USA,24361,RFCWc_Mixed mild_4A
USA,24370,RFCWc_Mixed mild_4A
USA,24203,RFCWc_Mixed mild_4A
USA,24209,RFCWc_Mixed mild_4A
USA,24221,RFCWc_Mixed mild_4A
USA,24230,RFCWc_Mixed mild_4A
USA,24244,RFCWc_Mixed mild_4A
USA,24245,RFCWc_Mixed mild_4A
USA,24250,RFCWc_Mixed mild_4A
USA,24251,RFCWc_Mixed mild_4A
USA,24271,RFCWc_Mixed mild_4A
USA,24290,RFCWc_Mixed mild_4A
USA,24215,RFCWc_Mixed mild_4A
USA,24216,RFCWc_Mixed mild_4A
USA,24219,RFCWc_Mixed mild_4A
USA,24246,RFCWc_Mixed mild_4A
USA,24273,RFCWc_Mixed mild_4A
USA,24279,RFCWc_Mixed mild_4A
USA,24283,RFCWc_Mixed mild_4A
USA,24293,RFCWc_Mixed mild_4A
USA,24217,RFCWc_Mixed mild_4A
USA,24225,RFCWc_Mixed mild_4A
USA,24239,RFCWc_Mixed mild_4A
USA,24256,RFCWc_Mixed mild_4A
USA,24260,RFCWc_Mixed mild_4A
USA,24603,RFCWc_Mixed mild_4A
USA,24614,RFCWc_Mixed mild_4A
USA,24620,RFCWc_Mixed mild_4A
USA,24622,RFCWc_Mixed mild_4A
USA,24624,RFCWc_Mixed mild_4A
USA,24627,RFCWc_Mixed mild_4A
USA,24628,RFCWc_Mixed mild_4A
USA,24631,RFCWc_Mixed mild_4A
USA,24634,RFCWc_Mixed mild_4A
USA,24639,RFCWc_Mixed mild_4A
USA,24646,RFCWc_Mixed mild_4A
USA,24649,RFCWc_Mixed mild_4A
USA,24656,RFCWc_Mixed mild_4A
USA,24657,RFCWc_Mixed mild_4A
USA,24658,RFCWc_Mixed mild_4A
USA,24220,RFCWc_Mixed mild_4A
USA,24226,RFCWc_Mixed mild_4A
USA,24228,RFCWc_Mixed mild_4A
USA,24237,RFCWc_Mixed mild_4A
USA,24269,RFCWc_Mixed mild_4A
USA,24272,RFCWc_Mixed mild_4A
USA,24607,RFCWc_Mixed mild_4A
USA,24218,RFCWc_Mixed mild_4A
USA,24243,RFCWc_Mixed mild_4A
USA,24248,RFCWc_Mixed mild_4A
USA,24263,RFCWc_Mixed mild_4A
USA,24265,RFCWc_Mixed mild_4A
USA,24277,RFCWc_Mixed mild_4A
USA,24281,RFCWc_Mixed mild_4A
USA,24282,RFCWc_Mixed mild_4A
USA,24224,RFCWc_Mixed mild_4A
USA,24266,RFCWc_Mixed mild_4A
USA,24280,RFCWc_Mixed mild_4A
USA,24609,RFCWc_Mixed mild_4A
USA,24311,RFCWc_Mixed mild_4A
USA,24316,RFCWc_Mixed mild_4A
USA,24354,RFCWc_Mixed mild_4A
USA,24368,RFCWc_Mixed mild_4A
USA,24374,RFCWc_Mixed mild_4A
USA,24375,RFCWc_Mixed mild_4A
USA,24378,RFCWc_Mixed mild_4A
USA,24326,RFCWc_Mixed mild_4A
USA,24348,RFCWc_Mixed mild_4A
USA,24363,RFCWc_Mixed mild_4A
USA,24322,RFCWc_Mixed mild_4A
USA,24323,RFCWc_Mixed mild_4A
USA,24382,RFCWc_Mixed mild_4A
USA,24377,RFCWc_Mixed mild_4A
USA,24601,RFCWc_Mixed mild_4A
USA,24602,RFCWc_Mixed mild_4A
USA,24604,RFCWc_Mixed mild_4A
USA,24605,RFCWc_Mixed mild_4A
USA,24606,RFCWc_Mixed mild_4A
USA,24608,RFCWc_Mixed mild_4A
USA,24612,RFCWc_Mixed mild_4A
USA,24613,RFCWc_Mixed mild_4A
USA,24619,RFCWc_Mixed mild_4A
USA,24630,RFCWc_Mixed mild_4A
USA,24635,RFCWc_Mixed mild_4A
USA,24637,RFCWc_Mixed mild_4A
USA,24640,RFCWc_Mixed mild_4A
USA,24641,RFCWc_Mixed mild_4A
USA,24647,RFCWc_Mixed mild_4A
USA,24651,RFCWc_Mixed mild_4A
USA,24402,SRVCc_Mixed mild_4A
USA,24412,SRVCc_Mixed mild_4A
USA,24460,SRVCc_Mixed mild_4A
USA,24484,SRVCc_Mixed mild_4A
USA,24487,SRVCc_Mixed mild_4A
USA,24413,SRVCc_Mixed mild_4A
USA,24433,SRVCc_Mixed mild_4A
USA,24442,SRVCc_Mixed mild_4A
USA,24458,SRVCc_Mixed mild_4A
USA,24465,SRVCc_Mixed mild_4A
USA,24505,RFCWc_Mixed mild_4A
USA,24506,RFCWc_Mixed mild_4A
USA,24513,RFCWc_Mixed mild_4A
USA,24514,RFCWc_Mixed mild_4A
USA,24515,RFCWc_Mixed mild_4A
USA,24701,RFCWc_Mixed mild_4A
USA,24712,RFCWc_Mixed mild_4A
USA,24714,RFCWc_Mixed mild_4A
USA,24715,RFCWc_Mixed mild_4A
